Date,Product Category,Unit Cost,Unit Price,Quantity,Cost,Revenue,Profit
4/1/2016,Clothing,"1,350.00","1,789.00",1,"1,350.00","1,789.00",439
4/1/2016,Clothing,266.67,446,3,800,"1,338.00",538
4/1/2016,Accessories,18.33,23.33,3,55,70,15
4/1/2016,Bikes,850.5,858,2,"1,701.00","1,716.00",15
4/1/2016,Accessories,225,316,1,225,316,91
4/1/2016,Accessories,9,12.5,2,18,25,7
4/1/2016,Bikes,373.33,420,3,"1,120.00","1,260.00",140
4/1/2016,Clothing,162,265,1,162,265,103
4/1/2016,Accessories,132,159.67,3,396,479,83
4/1/2016,Accessories,93.33,108,3,280,324,44
4/1/2016,Accessories,190.33,274,3,571,822,251
4/1/2016,Accessories,43.5,65,2,87,130,43
4/1/2016,Bikes,794.67,907,3,"2,384.00","2,721.00",337
4/1/2016,Accessories,128.33,160,3,385,480,95
4/1/2016,Accessories,204,254.5,2,408,509,101
4/1/2016,Accessories,84,116,1,84,116,32
4/1/2016,Accessories,3,3.67,3,9,11,2
4/1/2016,Accessories,115,146,2,230,292,62
4/1/2016,Accessories,25,31.5,2,50,63,13
4/1/2016,Bikes,565,650,1,565,650,85
4/1/2016,Accessories,140,174,1,140,174,34
4/1/2016,Accessories,67.5,78,2,135,156,21
4/1/2016,Accessories,48.33,59,3,145,177,32
4/1/2016,Accessories,315,392,1,315,392,77
4/2/2016,Accessories,425,508,1,425,508,83
4/2/2016,Accessories,44,54,1,44,54,10
4/2/2016,Bikes,"2,384.00","3,455.00",1,"2,384.00","3,455.00",1071
4/2/2016,Accessories,48.33,77,3,145,231,86
4/2/2016,Accessories,27,39,1,27,39,12
4/2/2016,Accessories,10,11.67,3,30,35,5
4/2/2016,Accessories,19,23.33,3,57,70,13
4/2/2016,Bikes,405,399.33,3,"1,215.00","1,198.00",-17
4/2/2016,Accessories,87,112,1,87,112,25
4/2/2016,Clothing,600,734.5,2,"1,200.00","1,469.00",269
4/2/2016,Accessories,83.5,98.5,2,167,197,30
4/2/2016,Bikes,540,625,1,540,625,85
4/2/2016,Accessories,304.5,354.5,2,609,709,100
4/2/2016,Accessories,60,79,1,60,79,19
4/2/2016,Accessories,3.67,5.33,3,11,16,5
4/2/2016,Bikes,540,527,1,540,527,-13
4/2/2016,Clothing,54,72,1,54,72,18
4/2/2016,Accessories,38.33,42.67,3,115,128,13
4/2/2016,Accessories,60,72,1,60,72,12
4/2/2016,Accessories,75,101.33,3,225,304,79
4/2/2016,Accessories,31.67,41.33,3,95,124,29
4/2/2016,Accessories,665,744,1,665,744,79
4/2/2016,Bikes,270,377,2,540,754,214
4/2/2016,Accessories,70,112.5,2,140,225,85
4/2/2016,Clothing,94.5,136.5,2,189,273,84
4/2/2016,Accessories,40,48.33,3,120,145,25
4/2/2016,Accessories,319,375,1,319,375,56
4/3/2016,Accessories,87.5,117,2,175,234,59
4/3/2016,Clothing,250,365,1,250,365,115
4/3/2016,Clothing,106,129.67,3,318,389,71
4/3/2016,Clothing,433.33,680,3,"1,300.00","2,040.00",740
4/3/2016,Accessories,28.33,35.67,3,85,107,22
4/3/2016,Accessories,252,343,1,252,343,91
4/3/2016,Clothing,99,116,1,99,116,17
4/3/2016,Accessories,615,758,1,615,758,143
4/3/2016,Bikes,769,"1,044.00",1,769,"1,044.00",275
4/3/2016,Accessories,30,45,1,30,45,15
4/3/2016,Accessories,15,21,1,15,21,6
4/3/2016,Accessories,48.33,53.33,3,145,160,15
4/3/2016,Clothing,686,794,1,686,794,108
4/3/2016,Bikes,180,203,3,540,609,69
4/3/2016,Clothing,"1,400.00","1,589.00",1,"1,400.00","1,589.00",189
4/3/2016,Bikes,769,956,1,769,956,187
4/3/2016,Accessories,261,394.5,2,522,789,267
4/3/2016,Accessories,5,8,1,5,8,3
4/3/2016,Accessories,17,27.5,2,34,55,21
4/3/2016,Clothing,27,32,1,27,32,5
4/3/2016,Accessories,130,154.5,2,260,309,49
4/3/2016,Accessories,31.67,38.67,3,95,116,21
4/3/2016,Accessories,210,266.5,2,420,533,113
4/3/2016,Clothing,180,185,3,540,555,15
4/4/2016,Bikes,769,815,1,769,815,46
4/4/2016,Clothing,400,545.67,3,"1,200.00","1,637.00",437
4/4/2016,Bikes,"2,295.00","2,510.00",1,"2,295.00","2,510.00",215
4/4/2016,Accessories,24,36,2,48,72,24
4/4/2016,Bikes,384.5,505,2,769,"1,010.00",241
4/4/2016,Clothing,50,60.5,2,100,121,21
4/4/2016,Clothing,98,113,1,98,113,15
4/4/2016,Bikes,742,965,1,742,965,223
4/4/2016,Accessories,374,469,1,374,469,95
4/4/2016,Clothing,756,"1,068.00",1,756,"1,068.00",312
4/4/2016,Clothing,207,286,1,207,286,79
4/4/2016,Accessories,120,148,1,120,148,28
4/4/2016,Accessories,390,486,1,390,486,96
4/4/2016,Accessories,24,29.5,2,48,59,11
4/4/2016,Bikes,270,274,2,540,548,8
4/4/2016,Accessories,53.5,88.5,2,107,177,70
4/4/2016,Accessories,50,88,1,50,88,38
4/4/2016,Accessories,67.5,86,2,135,172,37
4/4/2016,Accessories,301,411,2,602,822,220
4/4/2016,Accessories,525,631,2,"1,050.00","1,262.00",212
4/4/2016,Accessories,715,908.5,2,"1,430.00","1,817.00",387
4/4/2016,Accessories,135,206,1,135,206,71
4/4/2016,Clothing,189,271.5,2,378,543,165
4/4/2016,Accessories,66,76,1,66,76,10
4/4/2016,Clothing,135,174,1,135,174,39
4/4/2016,Accessories,375,498,2,750,996,246
4/4/2016,Accessories,5,6.67,3,15,20,5
4/5/2016,Clothing,650,832,2,"1,300.00","1,664.00",364
4/5/2016,Accessories,50,55.5,2,100,111,11
4/5/2016,Accessories,319,431,1,319,431,112
4/5/2016,Accessories,210,273,2,420,546,126
4/5/2016,Accessories,60,75,1,60,75,15
4/5/2016,Clothing,36,49.5,2,72,99,27
4/5/2016,Accessories,236,302,1,236,302,66
4/5/2016,Accessories,20,29,3,60,87,27
4/5/2016,Accessories,100,138.5,2,200,277,77
4/5/2016,Accessories,22,30,2,44,60,16
4/5/2016,Bikes,"2,384.00","2,644.00",1,"2,384.00","2,644.00",260
4/5/2016,Accessories,144,181,1,144,181,37
4/5/2016,Accessories,40,55,1,40,55,15
4/5/2016,Accessories,175,227.33,3,525,682,157
4/5/2016,Accessories,46.67,50.33,3,140,151,11
4/5/2016,Accessories,135,229.5,2,270,459,189
4/5/2016,Clothing,108,126,2,216,252,36
4/5/2016,Accessories,20,29.33,3,60,88,28
4/5/2016,Bikes,270,299.5,2,540,599,59
4/5/2016,Clothing,294,309,2,588,618,30
4/6/2016,Accessories,81.67,132.33,3,245,397,152
4/6/2016,Clothing,729,917,2,"1,458.00","1,834.00",376
4/6/2016,Accessories,140,170,1,140,170,30
4/6/2016,Accessories,120,152,1,120,152,32
4/6/2016,Accessories,490,670,1,490,670,180
4/6/2016,Accessories,1,1.5,2,2,3,1
4/6/2016,Accessories,477,604.5,2,954,"1,209.00",255
4/6/2016,Accessories,225,280.33,3,675,841,166
4/6/2016,Accessories,64,77,1,64,77,13
4/6/2016,Accessories,161,180.5,2,322,361,39
4/6/2016,Accessories,4,5,1,4,5,1
4/6/2016,Accessories,19.5,24,2,39,48,9
4/6/2016,Clothing,51,77.67,3,153,233,80
4/6/2016,Accessories,22,25,3,66,75,9
4/6/2016,Bikes,773.33,796.67,3,"2,320.00","2,390.00",70
4/6/2016,Accessories,205,283,3,615,849,234
4/6/2016,Accessories,95,128.5,2,190,257,67
4/6/2016,Accessories,52.5,65,2,105,130,25
4/6/2016,Accessories,73.33,90,3,220,270,50
4/6/2016,Accessories,615,804,1,615,804,189
4/6/2016,Accessories,130,179,1,130,179,49
4/6/2016,Accessories,207,265,1,207,265,58
4/6/2016,Accessories,70,80.33,3,210,241,31
4/6/2016,Accessories,46.67,60,3,140,180,40
4/6/2016,Bikes,850.5,836.5,2,"1,701.00","1,673.00",-28
4/6/2016,Accessories,225,323,1,225,323,98
4/6/2016,Accessories,40,60.5,2,80,121,41
4/6/2016,Bikes,"2,295.00","2,311.00",1,"2,295.00","2,311.00",16
4/6/2016,Accessories,55,73,2,110,146,36
4/6/2016,Accessories,18.33,21.33,3,55,64,9
4/6/2016,Bikes,"1,160.00","1,157.00",2,"2,320.00","2,314.00",-6
4/6/2016,Accessories,291.67,380.33,3,875,"1,141.00",266
4/6/2016,Accessories,58.33,72.67,3,175,218,43
4/7/2016,Bikes,850.5,932.5,2,"1,701.00","1,865.00",164
4/7/2016,Accessories,210,252,2,420,504,84
4/7/2016,Accessories,130.5,179.5,2,261,359,98
4/7/2016,Accessories,36.67,50.33,3,110,151,41
4/7/2016,Accessories,70,77,1,70,77,7
4/7/2016,Accessories,13.5,15.5,2,27,31,4
4/7/2016,Clothing,433.33,518.67,3,"1,300.00","1,556.00",256
4/7/2016,Accessories,95,110,1,95,110,15
4/7/2016,Accessories,75,92,2,150,184,34
4/7/2016,Accessories,75,91.5,2,150,183,33
4/7/2016,Clothing,27,33,2,54,66,12
4/7/2016,Accessories,300,455,1,300,455,155
4/7/2016,Accessories,20,29.5,2,40,59,19
4/7/2016,Clothing,330.5,340,2,661,680,19
4/7/2016,Accessories,362.5,462.5,2,725,925,200
4/7/2016,Accessories,20,25.5,2,40,51,11
4/7/2016,Clothing,81,86.5,2,162,173,11
4/7/2016,Bikes,"1,147.50","1,220.00",2,"2,295.00","2,440.00",145
4/7/2016,Accessories,132,158.33,3,396,475,79
4/7/2016,Accessories,"1,015.00","1,228.00",1,"1,015.00","1,228.00",213
4/7/2016,Accessories,88,104.33,3,264,313,49
4/7/2016,Bikes,"2,295.00","2,222.00",1,"2,295.00","2,222.00",-73
4/7/2016,Accessories,66,88.5,2,132,177,45
4/7/2016,Clothing,133.33,158.33,3,400,475,75
4/7/2016,Accessories,26.67,31.67,3,80,95,15
4/7/2016,Accessories,240,313,1,240,313,73
4/7/2016,Bikes,256.33,253.67,3,769,761,-8
4/7/2016,Bikes,"1,215.00","1,140.00",1,"1,215.00","1,140.00",-75
4/7/2016,Bikes,773.33,907.67,3,"2,320.00","2,723.00",403
4/7/2016,Accessories,280,412,1,280,412,132
4/7/2016,Accessories,35,45.33,3,105,136,31
4/7/2016,Accessories,12.5,16.5,2,25,33,8
4/7/2016,Bikes,"2,295.00","2,613.00",1,"2,295.00","2,613.00",318
4/8/2016,Accessories,66,78,1,66,78,12
4/8/2016,Accessories,232,275,1,232,275,43
4/8/2016,Accessories,179.5,232,2,359,464,105
4/8/2016,Accessories,31,38,2,62,76,14
4/8/2016,Clothing,108,128.5,2,216,257,41
4/8/2016,Accessories,350,416,1,350,416,66
4/8/2016,Bikes,"1,160.00","1,458.00",2,"2,320.00","2,916.00",596
4/8/2016,Clothing,486,652.5,2,972,"1,305.00",333
4/8/2016,Accessories,23.33,30.33,3,70,91,21
4/8/2016,Accessories,25,35,1,25,35,10
4/8/2016,Accessories,20,29.5,2,40,59,19
4/8/2016,Accessories,163,218.33,3,489,655,166
4/8/2016,Accessories,245,215,2,490,430,-60
4/8/2016,Clothing,25,34.5,2,50,69,19
4/8/2016,Accessories,198,230.5,2,396,461,65
4/8/2016,Accessories,880,"1,074.00",1,880,"1,074.00",194
4/8/2016,Accessories,16,21.33,3,48,64,16
4/8/2016,Clothing,360,374.33,3,"1,080.00","1,123.00",43
4/8/2016,Accessories,242,333.5,2,484,667,183
4/8/2016,Accessories,141.67,163.67,3,425,491,66
4/8/2016,Accessories,35,42,2,70,84,14
4/8/2016,Accessories,"1,015.00","1,312.00",1,"1,015.00","1,312.00",297
4/8/2016,Clothing,522,563.67,3,"1,566.00","1,691.00",125
4/8/2016,Accessories,174,200,1,174,200,26
4/8/2016,Accessories,40,46.5,2,80,93,13
4/8/2016,Accessories,19.5,27,2,39,54,15
4/8/2016,Clothing,375,468.5,2,750,937,187
4/9/2016,Accessories,29.33,37.67,3,88,113,25
4/9/2016,Bikes,794.67,"1,042.00",3,"2,384.00","3,126.00",742
4/9/2016,Bikes,"2,320.00","3,263.00",1,"2,320.00","3,263.00",943
4/9/2016,Bikes,765,809.33,3,"2,295.00","2,428.00",133
4/9/2016,Accessories,52.5,65.5,2,105,131,26
4/9/2016,Accessories,135,198.5,2,270,397,127
4/9/2016,Accessories,40,62.67,3,120,188,68
4/9/2016,Accessories,735,"1,017.00",1,735,"1,017.00",282
4/9/2016,Bikes,"2,295.00","2,453.00",1,"2,295.00","2,453.00",158
4/9/2016,Accessories,154,179,3,462,537,75
4/9/2016,Accessories,87,132,3,261,396,135
4/9/2016,Accessories,75,121,1,75,121,46
4/9/2016,Bikes,"1,160.00","1,130.00",2,"2,320.00","2,260.00",-60
4/9/2016,Accessories,258,331.5,2,516,663,147
4/9/2016,Accessories,99,132.5,2,198,265,67
4/9/2016,Bikes,"1,192.00","1,126.50",2,"2,384.00","2,253.00",-131
4/9/2016,Accessories,58.5,79,2,117,158,41
4/9/2016,Accessories,45,73.67,3,135,221,86
4/9/2016,Clothing,49.5,78.5,2,99,157,58
4/9/2016,Clothing,234,306.33,3,702,919,217
4/10/2016,Bikes,180,202,3,540,606,66
4/10/2016,Bikes,"2,384.00","2,308.00",1,"2,384.00","2,308.00",-76
4/10/2016,Accessories,13.33,16,3,40,48,8
4/10/2016,Accessories,1.67,2,3,5,6,1
4/10/2016,Accessories,100,115,2,200,230,30
4/10/2016,Accessories,4.67,6.33,3,14,19,5
4/10/2016,Accessories,70,113.5,2,140,227,87
4/10/2016,Bikes,247.33,255.67,3,742,767,25
4/10/2016,Accessories,88,111.67,3,264,335,71
4/10/2016,Accessories,247.5,303,2,495,606,111
4/10/2016,Bikes,373.33,406.33,3,"1,120.00","1,219.00",99
4/10/2016,Clothing,"1,000.00","1,575.00",1,"1,000.00","1,575.00",575
4/10/2016,Accessories,1.67,2,3,5,6,1
4/10/2016,Bikes,"1,147.50","1,279.50",2,"2,295.00","2,559.00",264
4/10/2016,Clothing,54,67.5,2,108,135,27
4/10/2016,Accessories,420,579.5,2,840,"1,159.00",319
4/10/2016,Bikes,560,733,2,"1,120.00","1,466.00",346
4/10/2016,Accessories,57.5,80.5,2,115,161,46
4/10/2016,Accessories,45,68,2,90,136,46
4/10/2016,Accessories,195,265.5,2,390,531,141
4/10/2016,Accessories,3.33,4,3,10,12,2
4/10/2016,Accessories,630,712,1,630,712,82
4/11/2016,Accessories,18,24,2,36,48,12
4/11/2016,Accessories,32,41,2,64,82,18
4/11/2016,Accessories,870,"1,221.00",1,870,"1,221.00",351
4/11/2016,Accessories,80,97,1,80,97,17
4/11/2016,Accessories,35,37.5,2,70,75,5
4/11/2016,Bikes,850.5,833,2,"1,701.00","1,666.00",-35
4/11/2016,Accessories,122.5,144,2,245,288,43
4/11/2016,Accessories,"1,045.00","1,092.00",1,"1,045.00","1,092.00",47
4/11/2016,Accessories,231,246,2,462,492,30
4/11/2016,Accessories,65,85,2,130,170,40
4/11/2016,Clothing,36,50,3,108,150,42
4/11/2016,Bikes,"1,192.00","1,376.00",2,"2,384.00","2,752.00",368
4/11/2016,Clothing,72,100,3,216,300,84
4/11/2016,Accessories,665,743,1,665,743,78
4/11/2016,Clothing,612,708,1,612,708,96
4/11/2016,Accessories,397.5,598.5,2,795,"1,197.00",402
4/11/2016,Accessories,31.67,39,3,95,117,22
4/11/2016,Accessories,480,596,1,480,596,116
4/11/2016,Accessories,105,129.67,3,315,389,74
4/11/2016,Clothing,126,173.33,3,378,520,142
4/11/2016,Bikes,769,808,1,769,808,39
4/11/2016,Accessories,35,47,3,105,141,36
4/11/2016,Accessories,35,43,1,35,43,8
4/12/2016,Clothing,350,443,1,350,443,93
4/12/2016,Clothing,"1,200.00","1,310.00",1,"1,200.00","1,310.00",110
4/12/2016,Bikes,773.33,909.67,3,"2,320.00","2,729.00",409
4/12/2016,Accessories,130,197,1,130,197,67
4/12/2016,Accessories,100,163,1,100,163,63
4/12/2016,Accessories,7.33,8.67,3,22,26,4
4/12/2016,Bikes,"2,320.00","2,311.00",1,"2,320.00","2,311.00",-9
4/12/2016,Accessories,245,296.5,2,490,593,103
4/12/2016,Accessories,493,574,1,493,574,81
4/12/2016,Accessories,31.67,41.33,3,95,124,29
4/12/2016,Accessories,"1,015.00","1,320.00",1,"1,015.00","1,320.00",305
4/12/2016,Accessories,24,27,1,24,27,3
4/12/2016,Accessories,623,746,1,623,746,123
4/12/2016,Bikes,"1,160.00","1,462.00",2,"2,320.00","2,924.00",604
4/12/2016,Accessories,60,69,2,120,138,18
4/12/2016,Accessories,87.5,109,2,175,218,43
4/12/2016,Accessories,66,83,1,66,83,17
4/12/2016,Bikes,"1,147.50","1,115.50",2,"2,295.00","2,231.00",-64
4/13/2016,Accessories,25,31,2,50,62,12
4/13/2016,Accessories,7.67,8.33,3,23,25,2
4/13/2016,Bikes,794.67,948,3,"2,384.00","2,844.00",460
4/13/2016,Clothing,54,76.33,3,162,229,67
4/13/2016,Clothing,27,35,1,27,35,8
4/13/2016,Accessories,116.67,145,3,350,435,85
4/13/2016,Accessories,5,6,1,5,6,1
4/13/2016,Accessories,120,151,1,120,151,31
4/13/2016,Accessories,16,18.5,2,32,37,5
4/13/2016,Accessories,125,135.67,3,375,407,32
4/13/2016,Accessories,3.5,4.5,2,7,9,2
4/13/2016,Bikes,"1,147.50","1,215.00",2,"2,295.00","2,430.00",135
4/13/2016,Clothing,366.67,411.67,3,"1,100.00","1,235.00",135
4/13/2016,Bikes,"1,147.50","1,419.50",2,"2,295.00","2,839.00",544
4/13/2016,Clothing,24,26.67,3,72,80,8
4/13/2016,Accessories,770,932,1,770,932,162
4/13/2016,Accessories,154,197.33,3,462,592,130
4/13/2016,Accessories,72.5,100.5,2,145,201,56
4/13/2016,Bikes,180,196.33,3,540,589,49
4/13/2016,Accessories,221.67,250.33,3,665,751,86
4/13/2016,Accessories,210,244,1,210,244,34
4/13/2016,Accessories,23.33,27,3,70,81,11
4/13/2016,Bikes,270,266.5,2,540,533,-7
4/13/2016,Clothing,112.5,156.5,2,225,313,88
4/13/2016,Bikes,565,676,1,565,676,111
4/13/2016,Bikes,371,404.5,2,742,809,67
4/13/2016,Accessories,221.67,253.33,3,665,760,95
4/13/2016,Bikes,371,405,2,742,810,68
4/13/2016,Accessories,70,97.33,3,210,292,82
4/14/2016,Accessories,106.33,132.33,3,319,397,78
4/14/2016,Bikes,"2,320.00","2,308.00",1,"2,320.00","2,308.00",-12
4/14/2016,Accessories,70,90.5,2,140,181,41
4/14/2016,Accessories,241.67,301,3,725,903,178
4/14/2016,Accessories,40,49,1,40,49,9
4/14/2016,Accessories,100,122,1,100,122,22
4/14/2016,Accessories,210,266,1,210,266,56
4/14/2016,Accessories,105,122,3,315,366,51
4/14/2016,Accessories,245,300,1,245,300,55
4/14/2016,Accessories,42.33,50.67,3,127,152,25
4/14/2016,Accessories,396,531,1,396,531,135
4/14/2016,Accessories,176,227,3,528,681,153
4/14/2016,Accessories,700,832,1,700,832,132
4/14/2016,Bikes,769,751,1,769,751,-18
4/14/2016,Bikes,270,300.5,2,540,601,61
4/14/2016,Accessories,227.5,280,2,455,560,105
4/14/2016,Accessories,110,133.33,3,330,400,70
4/14/2016,Clothing,269.5,291.5,2,539,583,44
4/14/2016,Accessories,507.5,609.5,2,"1,015.00","1,219.00",204
4/14/2016,Accessories,76,70,1,76,70,-6
4/14/2016,Accessories,37.5,38.5,2,75,77,2
4/14/2016,Accessories,25,29,2,50,58,8
4/15/2016,Accessories,192.5,249,2,385,498,113
4/15/2016,Bikes,769,"1,006.00",1,769,"1,006.00",237
4/15/2016,Clothing,921,"1,225.00",2,"1,842.00","2,450.00",608
4/15/2016,Bikes,"2,295.00","2,381.00",1,"2,295.00","2,381.00",86
4/15/2016,Accessories,462,591,1,462,591,129
4/15/2016,Accessories,141.67,188.33,3,425,565,140
4/15/2016,Accessories,23.33,31.67,3,70,95,25
4/15/2016,Accessories,19.5,24,2,39,48,9
4/15/2016,Bikes,"2,295.00","2,262.00",1,"2,295.00","2,262.00",-33
4/15/2016,Accessories,43.33,69.33,3,130,208,78
4/15/2016,Accessories,33.33,42.33,3,100,127,27
4/15/2016,Accessories,551,738,1,551,738,187
4/15/2016,Accessories,43.33,52.33,3,130,157,27
4/15/2016,Clothing,212.33,250.33,3,637,751,114
4/15/2016,Accessories,15,21.67,3,45,65,20
4/15/2016,Accessories,13,18.67,3,39,56,17
4/15/2016,Accessories,71.5,100.5,2,143,201,58
4/15/2016,Clothing,57,66,3,171,198,27
4/15/2016,Accessories,3.33,4,3,10,12,2
4/15/2016,Accessories,2.5,3,2,5,6,1
4/15/2016,Accessories,140,178,1,140,178,38
4/15/2016,Bikes,270,292,2,540,584,44
4/15/2016,Accessories,33,43.5,2,66,87,21
4/15/2016,Accessories,11.67,15.33,3,35,46,11
4/15/2016,Accessories,125,155,1,125,155,30
4/15/2016,Accessories,40,65.67,3,120,197,77
4/15/2016,Accessories,116.67,179,3,350,537,187
4/15/2016,Clothing,375,585.5,2,750,"1,171.00",421
4/15/2016,Accessories,11,15.5,2,22,31,9
4/15/2016,Accessories,227.5,283,2,455,566,111
4/15/2016,Bikes,765,780,3,"2,295.00","2,340.00",45
4/15/2016,Accessories,350,439,3,"1,050.00","1,317.00",267
4/15/2016,Accessories,275,336,2,550,672,122
4/15/2016,Accessories,60,87.5,2,120,175,55
4/15/2016,Accessories,60,88,1,60,88,28
4/15/2016,Accessories,132,166,2,264,332,68
4/15/2016,Accessories,35,43,1,35,43,8
4/15/2016,Accessories,286,343,1,286,343,57
4/15/2016,Accessories,85,109,1,85,109,24
4/15/2016,Bikes,"2,295.00","2,111.00",1,"2,295.00","2,111.00",-184
4/15/2016,Accessories,151.67,187,3,455,561,106
4/15/2016,Bikes,565,536,1,565,536,-29
4/15/2016,Accessories,146.67,139.33,3,440,418,-22
4/15/2016,Accessories,270,383,1,270,383,113
4/15/2016,Accessories,115,143,1,115,143,28
4/15/2016,Clothing,540,587.5,2,"1,080.00","1,175.00",95
4/15/2016,Accessories,22,26.67,3,66,80,14
4/15/2016,Bikes,180,216.33,3,540,649,109
4/16/2016,Clothing,207,265,1,207,265,58
4/16/2016,Accessories,210,256.5,2,420,513,93
4/16/2016,Bikes,567,589.33,3,"1,701.00","1,768.00",67
4/16/2016,Clothing,"1,134.00","1,361.00",1,"1,134.00","1,361.00",227
4/16/2016,Accessories,455,680,2,910,"1,360.00",450
4/16/2016,Accessories,70,91,1,70,91,21
4/16/2016,Accessories,105,124,1,105,124,19
4/16/2016,Accessories,88,109,3,264,327,63
4/16/2016,Accessories,"1,015.00","1,205.00",1,"1,015.00","1,205.00",190
4/16/2016,Bikes,769,827,1,769,827,58
4/16/2016,Accessories,190,232.33,3,570,697,127
4/16/2016,Bikes,256.33,280,3,769,840,71
4/16/2016,Accessories,140,164.67,3,420,494,74
4/16/2016,Bikes,180,227,3,540,681,141
4/16/2016,Bikes,540,564,1,540,564,24
4/16/2016,Accessories,220,241,1,220,241,21
4/16/2016,Accessories,70,84,2,140,168,28
4/16/2016,Accessories,350,448,3,"1,050.00","1,344.00",294
4/16/2016,Clothing,"1,120.00","1,410.00",1,"1,120.00","1,410.00",290
4/16/2016,Bikes,540,539,1,540,539,-1
4/17/2016,Accessories,52,60,2,104,120,16
4/17/2016,Accessories,60,68,1,60,68,8
4/17/2016,Clothing,"1,404.00","1,661.00",1,"1,404.00","1,661.00",257
4/17/2016,Accessories,50,59.5,2,100,119,19
4/17/2016,Accessories,297.5,394.5,2,595,789,194
4/17/2016,Accessories,602,747,1,602,747,145
4/17/2016,Clothing,400,684,3,"1,200.00","2,052.00",852
4/17/2016,Accessories,44,52,2,88,104,16
4/17/2016,Clothing,245,267,3,735,801,66
4/17/2016,Accessories,110,168,1,110,168,58
4/17/2016,Accessories,275,421,2,550,842,292
4/17/2016,Accessories,221.67,329,3,665,987,322
4/17/2016,Accessories,240,302,3,720,906,186
4/17/2016,Accessories,11,13,2,22,26,4
4/17/2016,Clothing,72,87,3,216,261,45
4/17/2016,Bikes,540,711,1,540,711,171
4/17/2016,Accessories,33,48.33,3,99,145,46
4/17/2016,Accessories,21.67,35.67,3,65,107,42
4/17/2016,Clothing,588,769,1,588,769,181
4/17/2016,Bikes,270,335.5,2,540,671,131
4/17/2016,Accessories,198,274,1,198,274,76
4/17/2016,Accessories,27.5,41.5,2,55,83,28
4/17/2016,Accessories,81.67,120.33,3,245,361,116
4/17/2016,Accessories,70,88,1,70,88,18
4/17/2016,Accessories,35,48.67,3,105,146,41
4/17/2016,Accessories,176,209,1,176,209,33
4/17/2016,Clothing,13.5,20.5,2,27,41,14
4/17/2016,Accessories,197.67,281.33,3,593,844,251
4/17/2016,Clothing,211.67,323.33,3,635,970,335
4/17/2016,Bikes,540,663,1,540,663,123
4/17/2016,Accessories,350,493,1,350,493,143
4/18/2016,Accessories,40,47.5,2,80,95,15
4/18/2016,Accessories,290,340,3,870,"1,020.00",150
4/18/2016,Accessories,420,456,1,420,456,36
4/18/2016,Accessories,717,892,1,717,892,175
4/18/2016,Accessories,5.33,6.67,3,16,20,4
4/18/2016,Accessories,326.67,398.67,3,980,"1,196.00",216
4/18/2016,Accessories,26.67,35.33,3,80,106,26
4/18/2016,Accessories,23,25,1,23,25,2
4/18/2016,Bikes,794.67,842.33,3,"2,384.00","2,527.00",143
4/18/2016,Accessories,17.5,24,2,35,48,13
4/18/2016,Accessories,65.33,82,3,196,246,50
4/18/2016,Accessories,4,5.5,2,8,11,3
4/18/2016,Clothing,650,769.5,2,"1,300.00","1,539.00",239
4/18/2016,Clothing,700,864,1,700,864,164
4/18/2016,Clothing,"1,250.00","1,321.00",1,"1,250.00","1,321.00",71
4/18/2016,Accessories,210,259,3,630,777,147
4/18/2016,Accessories,550,702,1,550,702,152
4/18/2016,Clothing,9,11.5,2,18,23,5
4/18/2016,Bikes,773.33,764,3,"2,320.00","2,292.00",-28
4/18/2016,Accessories,21.33,27,3,64,81,17
4/18/2016,Accessories,165,213.5,2,330,427,97
4/18/2016,Accessories,27.5,37,2,55,74,19
4/18/2016,Clothing,650,790,1,650,790,140
4/18/2016,Bikes,765,875,3,"2,295.00","2,625.00",330
4/18/2016,Accessories,65,83.5,2,130,167,37
4/18/2016,Accessories,66.67,87.33,3,200,262,62
4/18/2016,Accessories,116.67,148,3,350,444,94
4/18/2016,Accessories,25,34,1,25,34,9
4/18/2016,Accessories,34.67,44.33,3,104,133,29
4/18/2016,Accessories,46,58,1,46,58,12
4/18/2016,Bikes,607.5,636,2,"1,215.00","1,272.00",57
4/18/2016,Accessories,121,141,2,242,282,40
4/18/2016,Bikes,"2,384.00","3,163.00",1,"2,384.00","3,163.00",779
4/18/2016,Accessories,9,10.67,3,27,32,5
4/18/2016,Accessories,20,17,2,40,34,-6
4/18/2016,Clothing,49,46.5,2,98,93,-5
4/19/2016,Bikes,"1,120.00","1,218.00",1,"1,120.00","1,218.00",98
4/19/2016,Accessories,105,146,1,105,146,41
4/19/2016,Accessories,23.33,26.33,3,70,79,9
4/19/2016,Accessories,450,610,1,450,610,160
4/19/2016,Accessories,16,20,1,16,20,4
4/19/2016,Clothing,900,"1,089.00",1,900,"1,089.00",189
4/19/2016,Bikes,794.67,874,3,"2,384.00","2,622.00",238
4/19/2016,Accessories,67.5,69.5,2,135,139,4
4/19/2016,Accessories,140,131,1,140,131,-9
4/19/2016,Bikes,"2,384.00","2,941.00",1,"2,384.00","2,941.00",557
4/19/2016,Accessories,55,63.5,2,110,127,17
4/19/2016,Accessories,391.5,438,2,783,876,93
4/19/2016,Accessories,140,130.33,3,420,391,-29
4/19/2016,Accessories,506,684,1,506,684,178
4/19/2016,Accessories,30,33.5,2,60,67,7
4/19/2016,Accessories,1.67,2,3,5,6,1
